C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_50_929.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_50_929.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_50_929.jpg, 0, 0, 0, 6.794252E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_029.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_029.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_029.jpg, 0, 0, 0, 6.74755E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_140.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_140.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_140.jpg, 0, 0, 0, 6.790891E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_249.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_249.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_249.jpg, 0, 0, 0, 6.789222E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_359.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_359.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_359.jpg, 0, 0, 0, 6.763454E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_470.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_470.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_470.jpg, 0, 0, 0, 6.716765E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_571.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_571.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_571.jpg, 0, 0, 0, 6.78085E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_679.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_679.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_679.jpg, 0, 0, 0, 6.870413E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_789.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_789.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_789.jpg, 0, 0, 0, 6.750305E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_51_892.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_51_892.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_51_892.jpg, 0, 0, 0, 6.851692E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_008.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_008.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_008.jpg, 0, 0, 0, 6.728524E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_112.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_112.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_112.jpg, 0, 0, 0, 6.806337E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_233.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_233.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_233.jpg, 0, 0, 0, 6.80558E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_333.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_333.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_333.jpg, 0, 0, 0, 6.777384E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_434.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_434.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_434.jpg, 0, 0, 0, 6.740573E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_545.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_545.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_545.jpg, 0, 0, 0, 6.715338E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_648.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_648.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_648.jpg, 0, 0, 0, 6.73393E-05
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_754.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_754.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_754.jpg, 0, 0.3171468, 0, 0.316872
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_855.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_855.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_855.jpg, 0, 0.6180291, 0, 0.9567083
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_52_959.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_52_959.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_52_959.jpg, 0, 0.9310457, 0, 1.9543
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_53_061.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_53_061.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_53_061.jpg, 0, 1, 0, 3.131872
C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\center_2020_11_28_11_38_53_165.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\left_2020_11_28_11_38_53_165.jpg, C:\Users\Joseph Onkemetse\Desktop\myAI\data\IMG\right_2020_11_28_11_38_53_165.jpg, 0, 1, 0, 4.308143
